G1820	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1821	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1822	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1823	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1824	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1825	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L

G1821	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1822	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1823	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1824	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1825	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1826	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W

G1822	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1823	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1824	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1825	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1826	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1827	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L

G1823	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1824	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1825	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1826	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1827	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1828	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W

G1824	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1825	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1826	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1827	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1828	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1829	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W

G1825	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1826	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1827	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1828	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1829	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1830	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W

G1826	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1827	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1828	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1829	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1830	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1831	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L

G1827	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1828	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1829	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1830	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1831	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1832	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W

G1828	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1829	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1830	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1831	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1832	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1833	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L

G1829	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
G1830	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1831	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1832	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1833	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1834	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W

G1830	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1831	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1832	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	L
G1833	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1834	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1835	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L

G1831	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1832	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1833	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1834	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1835	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1836	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L

G1832	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	W	W
G1833	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1834	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1835	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1836	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1837	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W

G1833	H	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	L
G1834	A	34	78	1	3	20	24	9	26	21	18	9	4	21	90	0.0433941487175	L	W
